Label,EmailText
ham,Meeting got postponed to next week. ok
ham,Can you send me the report by evening? reply
ham,"Hey, are we meeting later today? "
ham,Call me when you are free. !!!
ham,See you at the gym later! !!!
ham,Did you finish the project presentation? now
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,Can you send me the report by evening? !!!
ham,Don't forget to buy groceries on your way home. 
ham,Don't forget to buy groceries on your way home. ok
ham,"Hey, are we meeting later today? urgent"
ham,Can you send me the report by evening? pls
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. reply
ham,I'll reach office by 10am. pls
ham,See you at the gym later! ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. urgent"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
ham,Did you finish the project presentation? !!!
ham,Did you finish the project presentation? pls
ham,Meeting got postponed to next week. pls
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Call me when you are free. ok
ham,Call me when you are free. 
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. pls
ham,I'll reach office by 10am. 
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. pls
ham,Call me when you are free. ok
ham,"Hey, are we meeting later today? urgent"
ham,Please find the attached document for your review. pls
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. call
ham,Can you send me the report by evening? now
ham,Let's have lunch tomorrow at 1 pm. 
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,I'll reach office by 10am. urgent
ham,"Hey, are we meeting later today? now"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. pls"
ham,Don't forget to buy groceries on your way home. 
ham,Let's have lunch tomorrow at 1 pm. pls
ham,"Hey, are we meeting later today? reply"
ham,I'll reach office by 10am. call
ham,See you at the gym later! !!!
ham,I'll reach office by 10am. ok
spam,WINNER!! As a valued customer you have been selected for a £900 reward! urgent
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
ham,Don't forget to buy groceries on your way home. urgent
ham,Can you send me the report by evening? pls
ham,See you at the gym later! 
ham,I'll reach office by 10am. ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. now
ham,I'll reach office by 10am. call
ham,Please find the attached document for your review. !!!
ham,Don't forget to buy groceries on your way home. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
ham,Please find the attached document for your review. pls
ham,See you at the gym later! now
ham,Can you send me the report by evening? 
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. reply
ham,Don't forget to buy groceries on your way home. !!!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. ok"
ham,See you at the gym later! call
ham,Meeting got postponed to next week. ok
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! now"
ham,I'll reach office by 10am. ok
spam,"You have won a lottery of $10,000! Send your details immediately to claim. "
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
ham,See you at the gym later! 
ham,"Hey, are we meeting later today? !!!"
ham,"Hey, are we meeting later today? call"
ham,Don't forget to buy groceries on your way home. urgent
ham,Meeting got postponed to next week. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,Let's have lunch tomorrow at 1 pm. !!!
ham,See you at the gym later! pls
ham,Did you finish the project presentation? urgent
ham,Don't forget to buy groceries on your way home. !!!
ham,See you at the gym later! 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! !!!"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. call"
ham,See you at the gym later! reply
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! !!!"
ham,"Hey, are we meeting later today? call"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. ok"
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. urgent
ham,Let's have lunch tomorrow at 1 pm. pls
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Please find the attached document for your review. call
ham,Meeting got postponed to next week. call
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. urgent
ham,Please find the attached document for your review. call
ham,Meeting got postponed to next week. 
ham,Can you send me the report by evening? ok
spam,WINNER!! As a valued customer you have been selected for a £900 reward! urgent
ham,Can you send me the report by evening? call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! pls"
ham,Did you finish the project presentation? reply
ham,"Hey, are we meeting later today? pls"
ham,I'll reach office by 10am. reply
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. 
ham,Call me when you are free. reply
ham,Meeting got postponed to next week. reply
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! urgent"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,See you at the gym later! reply
ham,Call me when you are free. now
ham,I'll reach office by 10am. ok
ham,I'll reach office by 10am. call
ham,Can you send me the report by evening? pls
ham,See you at the gym later! urgent
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Don't forget to buy groceries on your way home. 
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
ham,Did you finish the project presentation? now
ham,Please find the attached document for your review. 
ham,Don't forget to buy groceries on your way home. urgent
ham,"Hey, are we meeting later today? "
ham,I'll reach office by 10am. pls
ham,Let's have lunch tomorrow at 1 pm. 
ham,Call me when you are free. !!!
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
ham,See you at the gym later! reply
ham,See you at the gym later! 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! urgent"
ham,Please find the attached document for your review. !!!
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
ham,Don't forget to buy groceries on your way home. call
ham,"Hey, are we meeting later today? ok"
ham,Can you send me the report by evening? now
ham,Don't forget to buy groceries on your way home. call
ham,Meeting got postponed to next week. now
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
ham,Can you send me the report by evening? reply
ham,"Hey, are we meeting later today? ok"
ham,I'll reach office by 10am. reply
ham,Did you finish the project presentation? 
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. now
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. call"
ham,Did you finish the project presentation? call
ham,Call me when you are free. ok
ham,See you at the gym later! reply
ham,Let's have lunch tomorrow at 1 pm. reply
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
ham,"Hey, are we meeting later today? call"
ham,"Hey, are we meeting later today? !!!"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,Don't forget to buy groceries on your way home. call
ham,See you at the gym later! 
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. ok
ham,Did you finish the project presentation? now
ham,Don't forget to buy groceries on your way home. urgent
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. pls
ham,See you at the gym later! !!!
ham,Call me when you are free. urgent
ham,Meeting got postponed to next week. urgent
ham,"Hey, are we meeting later today? urgent"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. ok
ham,See you at the gym later! now
ham,Meeting got postponed to next week. !!!
ham,Please find the attached document for your review. !!!
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
ham,I'll reach office by 10am. call
ham,Please find the attached document for your review. reply
ham,Don't forget to buy groceries on your way home. now
ham,Please find the attached document for your review. !!!
ham,Did you finish the project presentation? call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! "
ham,Meeting got postponed to next week. now
ham,Meeting got postponed to next week. pls
ham,Don't forget to buy groceries on your way home. reply
ham,"Hey, are we meeting later today? now"
ham,I'll reach office by 10am. call
ham,Let's have lunch tomorrow at 1 pm. !!!
ham,Call me when you are free. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. call"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
ham,Call me when you are free. now
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,See you at the gym later! pls
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. call
ham,I'll reach office by 10am. urgent
ham,Call me when you are free. !!!
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,Call me when you are free. call
ham,Please find the attached document for your review. !!!
ham,I'll reach office by 10am. call
ham,Can you send me the report by evening? pls
ham,Call me when you are free. !!!
ham,See you at the gym later! urgent
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! !!!"
ham,Let's have lunch tomorrow at 1 pm. call
ham,Please find the attached document for your review. 
ham,"Hey, are we meeting later today? !!!"
ham,Don't forget to buy groceries on your way home. pls
ham,I'll reach office by 10am. ok
ham,Don't forget to buy groceries on your way home. pls
ham,Call me when you are free. now
ham,Did you finish the project presentation? pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
spam,WINNER!! As a valued customer you have been selected for a £900 reward! pls
ham,Can you send me the report by evening? call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. call"
ham,Don't forget to buy groceries on your way home. reply
ham,Please find the attached document for your review. pls
ham,Please find the attached document for your review. 
ham,See you at the gym later! now
ham,"Hey, are we meeting later today? ok"
ham,Let's have lunch tomorrow at 1 pm. call
ham,Did you finish the project presentation? call
ham,Did you finish the project presentation? reply
ham,Can you send me the report by evening? pls
ham,Meeting got postponed to next week. reply
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
ham,Can you send me the report by evening? now
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
ham,"Hey, are we meeting later today? now"
ham,Meeting got postponed to next week. urgent
ham,Don't forget to buy groceries on your way home. pls
ham,See you at the gym later! !!!
ham,Can you send me the report by evening? 
ham,Did you finish the project presentation? reply
ham,I'll reach office by 10am. !!!
ham,Meeting got postponed to next week. now
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
ham,I'll reach office by 10am. ok
ham,Let's have lunch tomorrow at 1 pm. now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
ham,Did you finish the project presentation? 
ham,Can you send me the report by evening? !!!
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
ham,Did you finish the project presentation? urgent
ham,"Hey, are we meeting later today? ok"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. urgent"
ham,I'll reach office by 10am. urgent
spam,WINNER!! As a valued customer you have been selected for a £900 reward! pls
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,Please find the attached document for your review. ok
ham,See you at the gym later! pls
ham,See you at the gym later! 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. urgent
ham,See you at the gym later! reply
ham,Don't forget to buy groceries on your way home. reply
ham,Don't forget to buy groceries on your way home. urgent
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. now
ham,"Hey, are we meeting later today? !!!"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. "
ham,Please find the attached document for your review. !!!
ham,Meeting got postponed to next week. 
ham,Let's have lunch tomorrow at 1 pm. pls
ham,"Hey, are we meeting later today? now"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
ham,"Hey, are we meeting later today? urgent"
ham,I'll reach office by 10am. pls
ham,Don't forget to buy groceries on your way home. pls
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. urgent"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
ham,Did you finish the project presentation? pls
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! reply"
ham,Please find the attached document for your review. call
ham,Please find the attached document for your review. 
ham,Can you send me the report by evening? ok
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,Please find the attached document for your review. now
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Let's have lunch tomorrow at 1 pm. urgent
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
ham,Can you send me the report by evening? reply
ham,See you at the gym later! ok
ham,Can you send me the report by evening? urgent
ham,Let's have lunch tomorrow at 1 pm. !!!
ham,Did you finish the project presentation? now
ham,Can you send me the report by evening? call
ham,I'll reach office by 10am. pls
ham,See you at the gym later! ok
ham,Did you finish the project presentation? !!!
ham,Let's have lunch tomorrow at 1 pm. call
ham,Meeting got postponed to next week. 
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Don't forget to buy groceries on your way home. now
ham,"Hey, are we meeting later today? !!!"
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Can you send me the report by evening? ok
ham,Don't forget to buy groceries on your way home. ok
ham,Don't forget to buy groceries on your way home. call
ham,"Hey, are we meeting later today? pls"
ham,Meeting got postponed to next week. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
ham,Did you finish the project presentation? reply
ham,"Hey, are we meeting later today? "
ham,"Hey, are we meeting later today? !!!"
ham,Meeting got postponed to next week. ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,Can you send me the report by evening? call
ham,Call me when you are free. now
ham,"Hey, are we meeting later today? ok"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. pls"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,Let's have lunch tomorrow at 1 pm. call
ham,Please find the attached document for your review. urgent
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
ham,Don't forget to buy groceries on your way home. now
ham,Don't forget to buy groceries on your way home. !!!
ham,I'll reach office by 10am. 
ham,Call me when you are free. urgent
ham,Meeting got postponed to next week. urgent
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
ham,I'll reach office by 10am. reply
ham,Did you finish the project presentation? urgent
ham,Don't forget to buy groceries on your way home. urgent
ham,Meeting got postponed to next week. 
ham,Can you send me the report by evening? call
ham,I'll reach office by 10am. reply
ham,Did you finish the project presentation? now
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. pls
ham,Please find the attached document for your review. now
ham,Can you send me the report by evening? call
ham,I'll reach office by 10am. call
ham,See you at the gym later! 
ham,Can you send me the report by evening? ok
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
ham,Call me when you are free. ok
ham,Don't forget to buy groceries on your way home. ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,Call me when you are free. now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
ham,See you at the gym later! reply
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Let's have lunch tomorrow at 1 pm. pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
ham,See you at the gym later! !!!
ham,Can you send me the report by evening? call
ham,Let's have lunch tomorrow at 1 pm. ok
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! reply"
ham,Call me when you are free. !!!
ham,I'll reach office by 10am. now
ham,Did you finish the project presentation? reply
spam,"You have won a lottery of $10,000! Send your details immediately to claim. reply"
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Meeting got postponed to next week. now
spam,WINNER!! As a valued customer you have been selected for a £900 reward! ok
ham,Can you send me the report by evening? call
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. call"
ham,"Hey, are we meeting later today? ok"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
ham,I'll reach office by 10am. urgent
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! urgent"
ham,Let's have lunch tomorrow at 1 pm. ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. 
ham,I'll reach office by 10am. 
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. "
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
ham,Did you finish the project presentation? !!!
ham,Let's have lunch tomorrow at 1 pm. !!!
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. call"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. urgent"
ham,Meeting got postponed to next week. 
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! urgent"
ham,See you at the gym later! ok
ham,Please find the attached document for your review. call
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
ham,Please find the attached document for your review. urgent
ham,Call me when you are free. call
ham,I'll reach office by 10am. urgent
ham,See you at the gym later! call
ham,Please find the attached document for your review. pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,Please find the attached document for your review. urgent
ham,Don't forget to buy groceries on your way home. reply
ham,Can you send me the report by evening? ok
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. reply"
ham,I'll reach office by 10am. call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! !!!"
ham,I'll reach office by 10am. now
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,"Hey, are we meeting later today? call"
ham,Call me when you are free. urgent
spam,"You have won a lottery of $10,000! Send your details immediately to claim. pls"
ham,Did you finish the project presentation? urgent
spam,WINNER!! As a valued customer you have been selected for a £900 reward! reply
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,Don't forget to buy groceries on your way home. !!!
ham,"Hey, are we meeting later today? ok"
ham,Please find the attached document for your review. 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. 
ham,See you at the gym later! ok
ham,Call me when you are free. call
ham,Meeting got postponed to next week. 
ham,"Hey, are we meeting later today? now"
ham,See you at the gym later! now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. urgent"
ham,See you at the gym later! ok
ham,Call me when you are free. 
ham,Don't forget to buy groceries on your way home. pls
ham,Did you finish the project presentation? pls
ham,See you at the gym later! call
ham,Can you send me the report by evening? ok
ham,See you at the gym later! !!!
ham,"Hey, are we meeting later today? pls"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,Call me when you are free. 
ham,Meeting got postponed to next week. urgent
ham,See you at the gym later! 
ham,Did you finish the project presentation? ok
ham,Don't forget to buy groceries on your way home. urgent
ham,"Hey, are we meeting later today? call"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. "
ham,"Hey, are we meeting later today? "
ham,Don't forget to buy groceries on your way home. reply
ham,Meeting got postponed to next week. reply
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
ham,Did you finish the project presentation? call
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. pls
ham,Can you send me the report by evening? reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. reply
ham,Meeting got postponed to next week. !!!
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
ham,Did you finish the project presentation? 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,Please find the attached document for your review. pls
ham,I'll reach office by 10am. !!!
ham,"Hey, are we meeting later today? urgent"
ham,I'll reach office by 10am. !!!
spam,WINNER!! As a valued customer you have been selected for a £900 reward! 
ham,See you at the gym later! 
ham,See you at the gym later! pls
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
ham,Meeting got postponed to next week. ok
ham,Meeting got postponed to next week. !!!
ham,Don't forget to buy groceries on your way home. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
spam,WINNER!! As a valued customer you have been selected for a £900 reward! ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,I'll reach office by 10am. now
ham,"Hey, are we meeting later today? "
ham,I'll reach office by 10am. ok
ham,See you at the gym later! pls
ham,Can you send me the report by evening? reply
ham,"Hey, are we meeting later today? pls"
ham,I'll reach office by 10am. urgent
ham,Did you finish the project presentation? call
ham,Did you finish the project presentation? 
ham,Call me when you are free. reply
ham,Did you finish the project presentation? 
ham,See you at the gym later! ok
ham,Did you finish the project presentation? !!!
ham,Please find the attached document for your review. pls
ham,Can you send me the report by evening? 
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
ham,Can you send me the report by evening? !!!
ham,Meeting got postponed to next week. urgent
ham,Can you send me the report by evening? 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. reply
ham,Please find the attached document for your review. ok
ham,Can you send me the report by evening? urgent
ham,I'll reach office by 10am. ok
ham,Don't forget to buy groceries on your way home. 
ham,Don't forget to buy groceries on your way home. urgent
ham,I'll reach office by 10am. !!!
ham,Don't forget to buy groceries on your way home. 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! now"
ham,See you at the gym later! pls
ham,Can you send me the report by evening? ok
ham,Don't forget to buy groceries on your way home. pls
ham,I'll reach office by 10am. ok
ham,Did you finish the project presentation? call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. pls"
ham,Did you finish the project presentation? 
ham,Did you finish the project presentation? urgent
ham,Don't forget to buy groceries on your way home. now
ham,Can you send me the report by evening? call
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
ham,Can you send me the report by evening? !!!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
ham,See you at the gym later! ok
ham,Meeting got postponed to next week. ok
ham,"Hey, are we meeting later today? !!!"
ham,Let's have lunch tomorrow at 1 pm. 
ham,I'll reach office by 10am. call
ham,Meeting got postponed to next week. !!!
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
ham,Please find the attached document for your review. 
ham,Don't forget to buy groceries on your way home. ok
ham,See you at the gym later! !!!
ham,Don't forget to buy groceries on your way home. call
ham,Did you finish the project presentation? 
ham,See you at the gym later! call
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
ham,Call me when you are free. reply
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. reply"
ham,See you at the gym later! 
ham,I'll reach office by 10am. pls
ham,See you at the gym later! ok
ham,Call me when you are free. ok
ham,Please find the attached document for your review. now
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
ham,Don't forget to buy groceries on your way home. pls
ham,Did you finish the project presentation? call
ham,"Hey, are we meeting later today? reply"
ham,Please find the attached document for your review. ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. reply
ham,Let's have lunch tomorrow at 1 pm. pls
ham,Can you send me the report by evening? call
ham,Please find the attached document for your review. now
ham,Call me when you are free. urgent
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
ham,Don't forget to buy groceries on your way home. reply
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. call
ham,See you at the gym later! ok
ham,Call me when you are free. pls
ham,Call me when you are free. urgent
ham,I'll reach office by 10am. now
ham,Meeting got postponed to next week. 
ham,Meeting got postponed to next week. 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
ham,"Hey, are we meeting later today? "
ham,"Hey, are we meeting later today? call"
ham,I'll reach office by 10am. urgent
ham,Please find the attached document for your review. ok
ham,I'll reach office by 10am. reply
ham,Meeting got postponed to next week. pls
ham,Don't forget to buy groceries on your way home. ok
ham,See you at the gym later! now
ham,Let's have lunch tomorrow at 1 pm. now
ham,Please find the attached document for your review. reply
ham,Let's have lunch tomorrow at 1 pm. !!!
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! reply"
ham,Call me when you are free. ok
ham,Call me when you are free. urgent
ham,I'll reach office by 10am. call
ham,Call me when you are free. reply
ham,I'll reach office by 10am. reply
ham,Call me when you are free. reply
ham,Meeting got postponed to next week. urgent
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
ham,Let's have lunch tomorrow at 1 pm. now
ham,I'll reach office by 10am. urgent
ham,I'll reach office by 10am. 
ham,"Hey, are we meeting later today? "
ham,Please find the attached document for your review. !!!
ham,I'll reach office by 10am. 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. "
ham,Can you send me the report by evening? urgent
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. ok"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
ham,Don't forget to buy groceries on your way home. pls
ham,Please find the attached document for your review. reply
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Please find the attached document for your review. ok
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,Meeting got postponed to next week. !!!
ham,Did you finish the project presentation? urgent
ham,Can you send me the report by evening? 
ham,Let's have lunch tomorrow at 1 pm. now
ham,I'll reach office by 10am. !!!
ham,"Hey, are we meeting later today? !!!"
ham,I'll reach office by 10am. pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,See you at the gym later! reply
ham,I'll reach office by 10am. ok
ham,Can you send me the report by evening? urgent
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
ham,See you at the gym later! !!!
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
ham,Please find the attached document for your review. call
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
ham,I'll reach office by 10am. 
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,Can you send me the report by evening? pls
ham,Please find the attached document for your review. now
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,See you at the gym later! !!!
spam,WINNER!! As a valued customer you have been selected for a £900 reward! !!!
ham,Please find the attached document for your review. !!!
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,I'll reach office by 10am. pls
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
ham,Can you send me the report by evening? !!!
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
ham,Let's have lunch tomorrow at 1 pm. call
ham,"Hey, are we meeting later today? reply"
